buying,maint,doors,persons,lug_boot,safety,cond_class,Predicted
low,vhigh,2,4,big,high,acc,acc
low,vhigh,2,6,small,low,unacc,unacc
low,vhigh,2,6,small,med,unacc,unacc
low,vhigh,2,6,small,high,unacc,unacc
low,vhigh,2,6,med,low,unacc,unacc
low,vhigh,2,6,med,med,unacc,unacc
low,vhigh,2,6,med,high,acc,acc
low,vhigh,2,6,big,low,unacc,unacc
low,vhigh,2,6,big,med,acc,unacc
low,vhigh,2,6,big,high,acc,acc
low,vhigh,3,2,small,low,unacc,unacc
low,vhigh,3,2,small,med,unacc,unacc
low,vhigh,3,2,small,high,unacc,unacc
low,vhigh,3,2,med,low,unacc,unacc
low,vhigh,3,2,med,med,unacc,unacc
low,vhigh,3,2,med,high,unacc,unacc
low,vhigh,3,2,big,low,unacc,unacc
low,vhigh,3,2,big,med,unacc,unacc
low,vhigh,3,2,big,high,unacc,unacc
low,vhigh,3,4,small,low,unacc,unacc
low,vhigh,3,4,small,med,unacc,unacc
low,vhigh,3,4,small,high,acc,acc
low,vhigh,3,4,med,low,unacc,unacc
low,vhigh,3,4,med,med,unacc,acc
low,vhigh,3,4,med,high,acc,acc
low,vhigh,3,4,big,low,unacc,unacc
low,vhigh,3,4,big,med,acc,acc
low,vhigh,3,4,big,high,acc,acc
low,vhigh,3,6,small,low,unacc,unacc
low,vhigh,3,6,small,med,unacc,unacc
low,vhigh,3,6,small,high,acc,unacc
low,vhigh,3,6,med,low,unacc,unacc
low,vhigh,3,6,med,med,acc,unacc
low,vhigh,3,6,med,high,acc,acc
low,vhigh,3,6,big,low,unacc,unacc
low,vhigh,3,6,big,med,acc,acc
low,vhigh,3,6,big,high,acc,acc
low,vhigh,4,2,small,low,unacc,unacc
low,vhigh,4,2,small,med,unacc,unacc
low,vhigh,4,2,small,high,unacc,unacc
low,vhigh,4,2,med,low,unacc,unacc
low,vhigh,4,2,med,med,unacc,unacc
low,vhigh,4,2,med,high,unacc,unacc
low,vhigh,4,2,big,low,unacc,unacc
low,vhigh,4,2,big,med,unacc,unacc
low,vhigh,4,2,big,high,unacc,unacc
low,vhigh,4,4,small,low,unacc,unacc
low,vhigh,4,4,small,med,unacc,unacc
low,vhigh,4,4,small,high,acc,acc
low,vhigh,4,4,med,low,unacc,unacc
low,vhigh,4,4,med,med,acc,acc
low,vhigh,4,4,med,high,acc,acc
low,vhigh,4,4,big,low,unacc,unacc
low,vhigh,4,4,big,med,acc,acc
low,vhigh,4,4,big,high,acc,acc
low,vhigh,4,6,small,low,unacc,unacc
low,vhigh,4,6,small,med,unacc,unacc
low,vhigh,4,6,small,high,acc,acc
low,vhigh,4,6,med,low,unacc,unacc
low,vhigh,4,6,med,med,acc,acc
low,vhigh,4,6,med,high,acc,acc
low,vhigh,4,6,big,low,unacc,unacc
low,vhigh,4,6,big,med,acc,acc
low,vhigh,4,6,big,high,acc,acc
low,vhigh,5,2,small,low,unacc,unacc
low,vhigh,5,2,small,med,unacc,unacc
low,vhigh,5,2,small,high,unacc,unacc
low,vhigh,5,2,med,low,unacc,unacc
low,vhigh,5,2,med,med,unacc,unacc
low,vhigh,5,2,med,high,unacc,unacc
low,vhigh,5,2,big,low,unacc,unacc
low,vhigh,5,2,big,med,unacc,unacc
low,vhigh,5,2,big,high,unacc,unacc
low,vhigh,5,4,small,low,unacc,unacc
low,vhigh,5,4,small,med,unacc,unacc
low,vhigh,5,4,small,high,acc,acc
low,vhigh,5,4,med,low,unacc,unacc
low,vhigh,5,4,med,med,acc,acc
low,vhigh,5,4,med,high,acc,acc
low,vhigh,5,4,big,low,unacc,unacc
low,vhigh,5,4,big,med,acc,acc
low,vhigh,5,4,big,high,acc,acc
low,vhigh,5,6,small,low,unacc,unacc
low,vhigh,5,6,small,med,unacc,unacc
low,vhigh,5,6,small,high,acc,acc
low,vhigh,5,6,med,low,unacc,unacc
low,vhigh,5,6,med,med,acc,acc
low,vhigh,5,6,med,high,acc,acc
low,vhigh,5,6,big,low,unacc,unacc
low,vhigh,5,6,big,med,acc,acc
low,vhigh,5,6,big,high,acc,acc
low,high,2,2,small,low,unacc,unacc
low,high,2,2,small,med,unacc,unacc
low,high,2,2,small,high,unacc,unacc
low,high,2,2,med,low,unacc,unacc
low,high,2,2,med,med,unacc,unacc
low,high,2,2,med,high,unacc,unacc
low,high,2,2,big,low,unacc,unacc
low,high,2,2,big,med,unacc,unacc
low,high,2,2,big,high,unacc,unacc
low,high,2,4,small,low,unacc,unacc
low,high,2,4,small,med,acc,unacc
low,high,2,4,small,high,acc,acc
low,high,2,4,med,low,unacc,unacc
low,high,2,4,med,med,acc,acc
low,high,2,4,med,high,acc,acc
low,high,2,4,big,low,unacc,unacc
low,high,2,4,big,med,acc,acc
low,high,2,4,big,high,acc,acc
low,high,2,6,small,low,unacc,unacc
low,high,2,6,small,med,unacc,unacc
low,high,2,6,small,high,unacc,acc
low,high,2,6,med,low,unacc,unacc
low,high,2,6,med,med,acc,acc
low,high,2,6,med,high,acc,acc
low,high,2,6,big,low,unacc,unacc
low,high,2,6,big,med,acc,acc
low,high,2,6,big,high,acc,acc
low,high,3,2,small,low,unacc,unacc
low,high,3,2,small,med,unacc,unacc
low,high,3,2,small,high,unacc,unacc
low,high,3,2,med,low,unacc,unacc
low,high,3,2,med,med,unacc,unacc
low,high,3,2,med,high,unacc,unacc
low,high,3,2,big,low,unacc,unacc
low,high,3,2,big,med,unacc,unacc
low,high,3,2,big,high,unacc,unacc
low,high,3,4,small,low,unacc,unacc
low,high,3,4,small,med,acc,unacc
low,high,3,4,small,high,acc,acc
low,high,3,4,med,low,unacc,unacc
low,high,3,4,med,med,acc,acc
low,high,3,4,med,high,acc,acc
low,high,3,4,big,low,unacc,unacc
low,high,3,4,big,med,acc,acc
low,high,3,4,big,high,acc,acc
low,high,3,6,small,low,unacc,unacc
low,high,3,6,small,med,acc,unacc
low,high,3,6,small,high,acc,acc
low,high,3,6,med,low,unacc,unacc
low,high,3,6,med,med,acc,acc
low,high,3,6,med,high,acc,acc
low,high,3,6,big,low,unacc,unacc
low,high,3,6,big,med,acc,acc
low,high,3,6,big,high,acc,acc
low,high,4,2,small,low,unacc,unacc
low,high,4,2,small,med,unacc,unacc
low,high,4,2,small,high,unacc,unacc
low,high,4,2,med,low,unacc,unacc
low,high,4,2,med,med,unacc,unacc
low,high,4,2,med,high,unacc,unacc
low,high,4,2,big,low,unacc,unacc
low,high,4,2,big,med,unacc,unacc
low,high,4,2,big,high,unacc,unacc
low,high,4,4,small,low,unacc,unacc
low,high,4,4,small,med,acc,acc
low,high,4,4,small,high,acc,acc
low,high,4,4,med,low,unacc,unacc
low,high,4,4,med,med,acc,acc
low,high,4,4,med,high,acc,acc
low,high,4,4,big,low,unacc,unacc
low,high,4,4,big,med,acc,acc
low,high,4,4,big,high,acc,acc
low,high,4,6,small,low,unacc,unacc
low,high,4,6,small,med,acc,acc
low,high,4,6,small,high,acc,acc
low,high,4,6,med,low,unacc,unacc
low,high,4,6,med,med,acc,acc
low,high,4,6,med,high,acc,acc
low,high,4,6,big,low,unacc,unacc
low,high,4,6,big,med,acc,acc
low,high,4,6,big,high,acc,acc
low,high,5,2,small,low,unacc,unacc
low,high,5,2,small,med,unacc,unacc
low,high,5,2,small,high,unacc,unacc
low,high,5,2,med,low,unacc,unacc
low,high,5,2,med,med,unacc,unacc
low,high,5,2,med,high,unacc,unacc
low,high,5,2,big,low,unacc,unacc
low,high,5,2,big,med,unacc,unacc
low,high,5,2,big,high,unacc,unacc
low,high,5,4,small,low,unacc,unacc
low,high,5,4,small,med,acc,acc
low,high,5,4,small,high,acc,acc
low,high,5,4,med,low,unacc,unacc
low,high,5,4,med,med,acc,acc
low,high,5,4,med,high,acc,acc
low,high,5,4,big,low,unacc,unacc
low,high,5,4,big,med,acc,acc
low,high,5,4,big,high,acc,acc
low,high,5,6,small,low,unacc,unacc
low,high,5,6,small,med,acc,acc
low,high,5,6,small,high,acc,acc
low,high,5,6,med,low,unacc,unacc
low,high,5,6,med,med,acc,acc
low,high,5,6,med,high,acc,acc
low,high,5,6,big,low,unacc,unacc
low,high,5,6,big,med,acc,acc
low,high,5,6,big,high,acc,acc
low,med,2,2,small,low,unacc,unacc
low,med,2,2,small,med,unacc,unacc
low,med,2,2,small,high,unacc,unacc
low,med,2,2,med,low,unacc,unacc
low,med,2,2,med,med,unacc,unacc
low,med,2,2,med,high,unacc,unacc
low,med,2,2,big,low,unacc,unacc
low,med,2,2,big,med,unacc,unacc
low,med,2,2,big,high,unacc,unacc
low,med,2,4,small,low,unacc,unacc
low,med,2,4,small,med,acc,acc
low,med,2,4,small,high,acc,acc
low,med,2,4,med,low,unacc,unacc
low,med,2,4,med,med,acc,acc
low,med,2,4,med,high,acc,acc
low,med,2,4,big,low,unacc,unacc
low,med,2,4,big,med,acc,acc
low,med,2,4,big,high,acc,acc
low,med,2,6,small,low,unacc,unacc
low,med,2,6,small,med,unacc,acc
low,med,2,6,small,high,unacc,acc
low,med,2,6,med,low,unacc,unacc
low,med,2,6,med,med,acc,acc
low,med,2,6,med,high,acc,acc
low,med,2,6,big,low,unacc,unacc
low,med,2,6,big,med,acc,acc
low,med,2,6,big,high,acc,acc
low,med,3,2,small,low,unacc,unacc
low,med,3,2,small,med,unacc,unacc
low,med,3,2,small,high,unacc,unacc
low,med,3,2,med,low,unacc,unacc
low,med,3,2,med,med,unacc,unacc
low,med,3,2,med,high,unacc,unacc
low,med,3,2,big,low,unacc,unacc
low,med,3,2,big,med,unacc,unacc
low,med,3,2,big,high,unacc,unacc
low,med,3,4,small,low,unacc,unacc
low,med,3,4,small,med,acc,acc
low,med,3,4,small,high,acc,acc
low,med,3,4,med,low,unacc,unacc
low,med,3,4,med,med,acc,acc
low,med,3,4,med,high,acc,acc
low,med,3,4,big,low,unacc,unacc
low,med,3,4,big,med,acc,acc
low,med,3,4,big,high,acc,acc
low,med,3,6,small,low,unacc,unacc
low,med,3,6,small,med,acc,acc
low,med,3,6,small,high,acc,acc
low,med,3,6,med,low,unacc,unacc
low,med,3,6,med,med,acc,acc
low,med,3,6,med,high,acc,acc
low,med,3,6,big,low,unacc,unacc
low,med,3,6,big,med,acc,acc
low,med,3,6,big,high,acc,acc
low,med,4,2,small,low,unacc,unacc
low,med,4,2,small,med,unacc,unacc
low,med,4,2,small,high,unacc,unacc
low,med,4,2,med,low,unacc,unacc
low,med,4,2,med,med,unacc,unacc
low,med,4,2,med,high,unacc,unacc
low,med,4,2,big,low,unacc,unacc
low,med,4,2,big,med,unacc,unacc
low,med,4,2,big,high,unacc,unacc
low,med,4,4,small,low,unacc,unacc
low,med,4,4,small,med,acc,acc
low,med,4,4,small,high,acc,acc
low,med,4,4,med,low,unacc,unacc
low,med,4,4,med,med,acc,acc
low,med,4,4,med,high,acc,acc
low,med,4,4,big,low,unacc,unacc
low,med,4,4,big,med,acc,acc
low,med,4,4,big,high,acc,acc
low,med,4,6,small,low,unacc,unacc
low,med,4,6,small,med,acc,acc
low,med,4,6,small,high,acc,acc
low,med,4,6,med,low,unacc,unacc
low,med,4,6,med,med,acc,acc
low,med,4,6,med,high,acc,acc
low,med,4,6,big,low,unacc,unacc
low,med,4,6,big,med,acc,acc
low,med,4,6,big,high,acc,acc
low,med,5,2,small,low,unacc,unacc
low,med,5,2,small,med,unacc,unacc
low,med,5,2,small,high,unacc,unacc
low,med,5,2,med,low,unacc,unacc
low,med,5,2,med,med,unacc,unacc
low,med,5,2,med,high,unacc,unacc
low,med,5,2,big,low,unacc,unacc
low,med,5,2,big,med,unacc,unacc
low,med,5,2,big,high,unacc,unacc
low,med,5,4,small,low,unacc,unacc
low,med,5,4,small,med,acc,acc
low,med,5,4,small,high,acc,acc
low,med,5,4,med,low,unacc,unacc
low,med,5,4,med,med,acc,acc
low,med,5,4,med,high,acc,acc
low,med,5,4,big,low,unacc,unacc
low,med,5,4,big,med,acc,acc
low,med,5,4,big,high,acc,acc
low,med,5,6,small,low,unacc,unacc
low,med,5,6,small,med,acc,acc
low,med,5,6,small,high,acc,acc
low,med,5,6,med,low,unacc,unacc
low,med,5,6,med,med,acc,acc
low,med,5,6,med,high,acc,acc
low,med,5,6,big,low,unacc,unacc
low,med,5,6,big,med,acc,acc
low,med,5,6,big,high,acc,acc
low,low,2,2,small,low,unacc,unacc
low,low,2,2,small,med,unacc,unacc
low,low,2,2,small,high,unacc,unacc
low,low,2,2,med,low,unacc,unacc
low,low,2,2,med,med,unacc,unacc
low,low,2,2,med,high,unacc,unacc
low,low,2,2,big,low,unacc,unacc
low,low,2,2,big,med,unacc,unacc
low,low,2,2,big,high,unacc,unacc
low,low,2,4,small,low,unacc,unacc
low,low,2,4,small,med,acc,acc
low,low,2,4,small,high,acc,acc
low,low,2,4,med,low,unacc,unacc
low,low,2,4,med,med,acc,acc
low,low,2,4,med,high,acc,acc
low,low,2,4,big,low,unacc,unacc
low,low,2,4,big,med,acc,acc
low,low,2,4,big,high,acc,acc
low,low,2,6,small,low,unacc,unacc
low,low,2,6,small,med,unacc,acc
low,low,2,6,small,high,unacc,acc
low,low,2,6,med,low,unacc,unacc
low,low,2,6,med,med,acc,acc
low,low,2,6,med,high,acc,acc
low,low,2,6,big,low,unacc,unacc
low,low,2,6,big,med,acc,acc
low,low,2,6,big,high,acc,acc
low,low,3,2,small,low,unacc,unacc
low,low,3,2,small,med,unacc,unacc
low,low,3,2,small,high,unacc,unacc
low,low,3,2,med,low,unacc,unacc
low,low,3,2,med,med,unacc,unacc
low,low,3,2,med,high,unacc,unacc
low,low,3,2,big,low,unacc,unacc
low,low,3,2,big,med,unacc,unacc
low,low,3,2,big,high,unacc,unacc
low,low,3,4,small,low,unacc,unacc
low,low,3,4,small,med,acc,acc
low,low,3,4,small,high,acc,acc
low,low,3,4,med,low,unacc,unacc
low,low,3,4,med,med,acc,acc
low,low,3,4,med,high,acc,acc
low,low,3,4,big,low,unacc,unacc
low,low,3,4,big,med,acc,acc
low,low,3,4,big,high,acc,acc
low,low,3,6,small,low,unacc,unacc
low,low,3,6,small,med,acc,acc
low,low,3,6,small,high,acc,acc
low,low,3,6,med,low,unacc,unacc
low,low,3,6,med,med,acc,acc
low,low,3,6,med,high,acc,acc
low,low,3,6,big,low,unacc,unacc
low,low,3,6,big,med,acc,acc
low,low,3,6,big,high,acc,acc
low,low,4,2,small,low,unacc,unacc
low,low,4,2,small,med,unacc,unacc
low,low,4,2,small,high,unacc,unacc
low,low,4,2,med,low,unacc,unacc
low,low,4,2,med,med,unacc,unacc
low,low,4,2,med,high,unacc,unacc
low,low,4,2,big,low,unacc,unacc
low,low,4,2,big,med,unacc,unacc
low,low,4,2,big,high,unacc,unacc
low,low,4,4,small,low,unacc,unacc
low,low,4,4,small,med,acc,acc
low,low,4,4,small,high,acc,acc
low,low,4,4,med,low,unacc,unacc
low,low,4,4,med,med,acc,acc
low,low,4,4,med,high,acc,acc
low,low,4,4,big,low,unacc,unacc
low,low,4,4,big,med,acc,acc
low,low,4,4,big,high,acc,acc
low,low,4,6,small,low,unacc,unacc
low,low,4,6,small,med,acc,acc
low,low,4,6,small,high,acc,acc
low,low,4,6,med,low,unacc,unacc
low,low,4,6,med,med,acc,acc
low,low,4,6,med,high,acc,acc
low,low,4,6,big,low,unacc,unacc
low,low,4,6,big,med,acc,acc
low,low,4,6,big,high,acc,acc
low,low,5,2,small,low,unacc,unacc
low,low,5,2,small,med,unacc,unacc
low,low,5,2,small,high,unacc,unacc
low,low,5,2,med,low,unacc,unacc
low,low,5,2,med,med,unacc,unacc
low,low,5,2,med,high,unacc,unacc
low,low,5,2,big,low,unacc,unacc
low,low,5,2,big,med,unacc,unacc
low,low,5,2,big,high,unacc,unacc
low,low,5,4,small,low,unacc,unacc
low,low,5,4,small,med,acc,acc
low,low,5,4,small,high,acc,acc
low,low,5,4,med,low,unacc,unacc
low,low,5,4,med,med,acc,acc
low,low,5,4,med,high,acc,acc
low,low,5,4,big,low,unacc,unacc
low,low,5,4,big,med,acc,acc
low,low,5,4,big,high,acc,acc
low,low,5,6,small,low,unacc,unacc
low,low,5,6,small,med,acc,acc
low,low,5,6,small,high,acc,acc
low,low,5,6,med,low,unacc,unacc
low,low,5,6,med,med,acc,acc
low,low,5,6,med,high,acc,acc
low,low,5,6,big,low,unacc,unacc
low,low,5,6,big,med,acc,acc
low,low,5,6,big,high,acc,acc
